Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
0,2.4317386150360107,0.10864531993865967,78.74272155761719,0.2719286618473091,-2.6441084291046475,-178.64024835122368,3.0238378,6.3301826,11.092929,9.832769,-8.728402,-4.00012,4.549046,-8.497312,-16.171373,9.356366,-9.362176,5.983169,0.84573233,-0.7735527,9.967994,1.8635242,20.970266,-32.431755,49.871357,9.855973,5.39328,2.619804,-1.2970235,-18.565722,35.937504,51.15917,-21.507914,-1.9343344,1.9031281
1,2.4451184272766113,0.10725678503513336,78.75263214111328,0.26889178999978464,-2.6025544325002485,-178.69165627826584,2.9716547,6.346275,11.164614,9.832876,-8.686744,-3.9983196,4.4521585,-8.488432,-16.105646,9.378175,-9.323641,5.951625,0.86748683,-0.76255494,9.983,1.8684114,21.012342,-32.434006,49.806377,9.682431,5.3452406,2.7221012,-1.3132885,-18.603062,35.879055,51.10009,-21.413284,-1.9358091,1.8228918
2,2.4657561779022217,0.10416668653488159,78.76297760009766,0.2646610577051133,-2.5628330650583218,-178.73972310039701,2.921041,6.362414,11.232649,9.834139,-8.647564,-3.9973824,4.359094,-8.478981,-16.043114,9.401128,-9.287175,5.9194913,0.88776356,-0.74917084,9.990084,1.8575348,21.038683,-32.444576,49.77398,9.519133,5.2966633,2.828157,-1.3404405,-18.62548,35.82475,51.071194,-21.314411,-1.9393528,1.7440082
3,2.4929964542388916,0.10091420263051987,78.77391815185547,0.26346728324604335,-2.5193830919998077,-178.79438996820065,2.8674948,6.3760505,11.308457,9.831871,-8.602168,-3.9966671,4.258552,-8.471104,-15.974212,9.421854,-9.24675,5.8888392,0.90253985,-0.7379091,9.988792,1.8442129,21.050459,-32.444355,49.75829,9.339894,5.245073,2.9356248,-1.3887141,-18.635077,35.783752,51.06925,-21.22409,-1.9393066,1.6524898
4,2.526547431945801,0.09697902947664261,78.7835693359375,0.27175133167902915,-2.467219843832385,-178.86655255256736,2.8080196,6.3824654,11.404767,9.819109,-8.540127,-3.9955895,4.135245,-8.470393,-15.88767,9.447042,-9.201561,5.8617916,0.9455668,-0.7364819,9.999222,1.8247349,21.071024,-32.440815,49.71972,9.116046,5.18936,3.0355346,-1.431041,-18.651144,35.70108,51.040092,-21.177519,-1.936053,1.5465739
5,2.565366744995117,0.09501185268163681,78.7904052734375,0.28668409783606275,-2.4033399965018645,-178.9556640519572,2.7345495,6.3849487,11.522384,9.80412,-8.461111,-3.9910893,3.9877737,-8.474067,-15.784484,9.472319,-9.150573,5.838465,0.98443276,-0.74036044,9.998223,1.8143393,21.082514,-32.412434,49.68392,8.818494,5.1202965,3.1400828,-1.502296,-18.660086,35.637592,51.037365,-21.164782,-1.9253953,1.4011282
6,2.605153799057007,0.09328997880220413,78.79235076904297,0.31176151288303966,-2.3289010769943213,-179.05960140115334,2.655238,6.3769393,11.659544,9.774737,-8.363546,-3.9834862,3.75972,-8.504448,-15.656828,9.628706,-9.163746,5.8195796,1.0371908,-0.75495297,10.003085,1.8091028,21.09973,-32.36115,49.626884,8.478553,5.041079,3.2391074,-1.5787832,-18.672447,35.54961,51.02376,-21.194336,-1.9138298,1.2379901
7,2.6503496170043945,0.09302065521478653,78.77775573730469,0.3366733516187335,-2.233610377030408,-179.17804467504877,2.362296,6.4124994,11.788331,10.151614,-8.473142,-3.9828668,3.3021278,-8.588264,-15.485735,10.212608,-9.391982,5.804683,1.0890576,-0.7692271,9.989786,1.8081043,21.114418,-32.29767,49.563675,8.130828,4.966917,3.3279517,-1.6731682,-18.682543,35.46882,51.014088,-21.228762,-1.8945328,1.0705554
8,2.698347568511963,0.09104745835065842,78.76152801513672,0.3664354066579382,-2.1362848482802,-179.31245053020075,2.0495558,6.4502826,11.926131,10.565601,-8.604361,-3.994106,2.8042316,-8.679482,-15.294723,10.855781,-9.638144,5.7923923,1.1418568,-0.7883714,9.984999,1.8019515,21.12881,-32.223045,49.49263,7.8222694,4.9093633,3.3927617,-1.791836,-18.692213,35.38431,51.002476,-21.250303,-1.8695439,0.92333895
9,2.75669002532959,0.08688171952962875,78.74490356445312,0.39839021159518695,-2.0385559718459874,-179.46395015615468,1.72951,6.490487,12.07273,10.995653,-8.749613,-4.026134,2.2768693,-8.773101,-15.086005,11.541075,-9.900631,5.7875557,1.19454,-0.80942506,9.988928,1.7922468,21.14385,-32.138218,49.412914,7.5521903,4.8741965,3.423248,-1.9348106,-18.70278,35.29429,50.989017,-21.273357,-1.8312142,0.8019655
