Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
0,-0.04391003027558327,2.1648640632629395,78.53600311279297,0.3309093604580303,-0.7382315701190905,-90.52242793242955,2.8293908,8.561073,14.417799,7.4579883,-7.470134,-8.113085,1.6452502,-8.270222,-10.887484,7.927906,-8.379633,7.830025,-2.6082456,0.13892855,6.4486675,-3.9028258,20.497242,-45.131268,53.4587,5.5875134,9.066699,7.284901,-2.8108122,-20.166334,44.48214,51.45966,-9.264901,10.039506,1.0968353
1,-0.040206845849752426,2.150761604309082,78.53605651855469,0.3250120661578419,-0.7182063682920993,-90.5318328176396,2.8358245,8.563479,14.426886,7.4326115,-7.473642,-8.129215,1.6445599,-8.262323,-10.881272,7.9039526,-8.371791,7.840748,-2.5900817,0.18274015,6.382208,-3.7691107,20.52772,-44.872993,52.960644,6.0335402,9.232995,7.2538595,-2.6914363,-20.214878,44.246647,51.144688,-9.657308,10.108794,1.1004678
2,-0.038415051996707916,2.1341540813446045,78.53573608398438,0.320280411049963,-0.6990478857962645,-90.54169845386947,2.8441548,8.565541,14.436447,7.4059286,-7.476318,-8.144901,1.6457763,-8.25439,-10.874678,7.878319,-8.3632345,7.8521705,-2.5726085,0.22890347,6.3253965,-3.6296828,20.571062,-44.610615,52.44532,6.493272,9.410843,7.2175884,-2.5594816,-20.289433,44.009335,50.805176,-10.05088,10.184929,1.1101978
3,-0.03534030541777611,2.1182243824005127,78.53556060791016,0.31524183544849066,-0.6780303995641461,-90.55065063383024,2.849848,8.568057,14.44531,7.379457,-7.479461,-8.161364,1.644431,-8.246434,-10.86895,7.8538165,-8.355258,7.86231,-2.5559032,0.27759826,6.270162,-3.4812763,20.626757,-44.34301,51.901623,6.9265547,9.566208,7.182238,-2.4098065,-20.3902,43.762966,50.412056,-10.441816,10.251044,1.1176369
4,-0.033188365399837494,2.102050304412842,78.53510284423828,0.30937082830832124,-0.652122659357831,-90.55725379461776,2.8513405,8.570959,14.452634,7.3485847,-7.480976,-8.17976,1.6381818,-8.238273,-10.865745,7.8294754,-8.347276,7.869226,-2.5427144,0.32829577,6.206761,-3.3184354,20.687832,-44.060184,51.324295,7.301438,9.665316,7.1540384,-2.2399402,-20.507086,43.4961,49.94752,-10.83651,10.28979,1.1140604
5,-0.030540602281689644,2.086519479751587,78.53406524658203,0.3013946447237102,-0.6178055509460858,-90.56131423890125,2.8449185,8.575408,14.458905,7.313433,-7.4816327,-8.201166,1.6241006,-8.22876,-10.865395,7.802199,-8.336811,7.87121,-2.5346098,0.38252774,6.130116,-3.1386771,20.755852,-43.759846,50.705036,7.608448,9.689015,7.1310353,-2.04549,-20.643345,43.210697,49.40306,-11.270174,10.291484,1.0895767
6,-0.028857797384262085,2.069619655609131,78.53303527832031,0.2926965182355085,-0.5775007418752465,-90.56354432092115,2.833324,8.580712,14.464559,7.2738695,-7.480802,-8.224653,1.604744,-8.21837,-10.867269,7.773316,-8.325278,7.8696084,-2.530083,0.4395983,6.0454645,-2.9446306,20.831291,-43.44574,50.050816,7.866418,9.659146,7.1121635,-1.8277429,-20.799757,42.90863,48.791348,-11.731887,10.267217,1.0507474
7,-0.02628757432103157,2.0518839359283447,78.53204345703125,0.28362317195452785,-0.5375787806309088,-90.56386238844001,2.821479,8.585456,14.467962,7.233747,-7.4799676,-8.248627,1.5852215,-8.208896,-10.871095,7.7464066,-8.315501,7.86742,-2.527063,0.4974663,5.9636216,-2.7440405,20.914228,-43.12345,49.371777,8.075871,9.602082,7.103871,-1.5940486,-20.975601,42.58676,48.110935,-12.143862,10.231484,1.0151734
8,-0.02249443531036377,2.038172960281372,78.53167724609375,0.2775171903393525,-0.5041195079740179,-90.56202283260642,2.816437,8.587327,14.467885,7.1933,-7.4796004,-8.271455,1.5740681,-8.2016,-10.877238,7.719353,-8.30798,7.8675323,-2.5228438,0.5540013,5.894245,-2.5311677,21.00331,-42.785564,48.669582,8.253629,9.544655,7.1120386,-1.3441449,-21.1687,42.23514,47.356514,-12.436097,10.198687,1.0007939
9,-0.02055966854095459,2.022305488586426,78.53187561035156,0.27428712682449147,-0.47882758063170794,-90.56037299506082,2.820349,8.585336,14.466394,7.1539707,-7.4824862,-8.293084,1.573252,-8.197979,-10.8837385,7.6910863,-8.302933,7.8721538,-2.5142412,0.6075378,5.8370943,-2.3043318,21.098207,-42.42867,47.93758,8.393681,9.4908495,7.1402745,-1.073112,-21.378193,41.83934,46.51263,-12.571799,10.181422,1.0254437
10,-0.01779373735189438,2.0064563751220703,78.53093719482422,0.2739487361289513,-0.45833045923835314,-90.55823569079598,2.8298063,8.580676,14.463558,7.1141877,-7.487305,-8.3142,1.5769122,-8.19725,-10.890812,7.6661077,-8.302042,7.879257,-2.5028214,0.6590662,5.787451,-2.0648427,21.19892,-42.05543,47.176178,8.493058,9.427583,7.1847506,-0.78017217,-21.604149,41.406624,45.585968,-12.595558,10.169158,1.0755665
11,-0.017966339364647865,1.9881467819213867,78.53013610839844,0.27256664789668117,-0.441575429205541,-90.55093082865592,2.840519,8.5754385,14.454281,7.075118,-7.489354,-8.334608,1.5867916,-8.196249,-10.903224,7.6387386,-8.300426,7.8853993,-2.4947953,0.71128863,5.748687,-1.8222349,21.304384,-41.677235,46.406616,8.561091,9.356006,7.240316,-0.47852644,-21.844748,40.965538,44.609016,-12.5545225,10.140956,1.1219387
12,-0.01760542206466198,1.975009560585022,78.52975463867188,0.2700579784611718,-0.42748120463723177,-90.53396415183329,2.8449018,8.571956,14.433193,7.04441,-7.4876823,-8.353979,1.5985637,-8.1941805,-10.92429,7.6157603,-8.300042,7.887333,-2.496359,0.76604056,5.7232275,-1.5803955,21.412052,-41.300026,45.647163,8.613434,9.27702,7.3019433,-0.18170075,-22.095825,40.545334,43.61615,-12.495676,10.075656,1.1350406
13,-0.02106703259050846,1.9638327360153198,78.53001403808594,0.2649817637302196,-0.41626741147810115,-90.50569871579471,2.8442173,8.570396,14.397712,7.0178065,-7.47864,-8.375622,1.6136442,-8.189553,-10.955818,7.595643,-8.299647,7.8833256,-2.5115125,0.82417375,5.710316,-1.3425549,21.520416,-40.920967,44.89754,8.638248,9.187371,7.3691835,0.108058594,-22.354229,40.15214,42.605568,-12.411041,9.954176,1.1026398
14,-0.02552075684070587,1.9525172710418701,78.53135681152344,0.2597286855608735,-0.4082838262372735,-90.46876197151285,2.8406594,8.569133,14.351388,6.994719,-7.4644365,-8.398567,1.6315668,-8.184585,-10.995069,7.5795236,-8.300669,7.8755713,-2.536922,0.8831898,5.707597,-1.0999892,21.628548,-40.532253,44.14859,8.6396,9.087513,7.444372,0.3947217,-22.618753,39.77227,41.568886,-12.283213,9.792259,1.041807
15,-0.030301904305815697,1.9460275173187256,78.5330810546875,0.2542002738807393,-0.40295115703248563,-90.4248713599946,2.833164,8.568439,14.297737,6.978332,-7.4481015,-8.416213,1.6533142,-8.179628,-11.041026,7.563085,-8.301269,7.8660073,-2.570586,0.9431039,5.716215,-0.8662373,21.73557,-40.15425,43.425224,8.628064,8.984112,7.5271764,0.67564946,-22.885937,39.404957,40.528008,-12.147173,9.619835,0.96627855
16,-0.03600263595581055,1.9442743062973022,78.53639221191406,0.2508976795231612,-0.39947884131874434,-90.37588812362137,2.8189716,8.568247,14.240354,6.975176,-7.434371,-8.421911,1.6761358,-8.176492,-11.092159,7.5498347,-8.30405,7.8567533,-2.6079445,1.0027118,5.736664,-0.64754903,21.839586,-39.802055,42.74711,8.623432,8.883822,7.617309,0.9356206,-23.150995,39.055946,39.51566,-12.026727,9.467159,0.88924235
17,-0.04266410693526268,1.9423086643218994,78.53953552246094,0.2515194534939871,-0.3966566819498377,-90.31981566604954,2.7961183,8.565452,14.178594,6.9846826,-7.4217505,-8.408315,1.6997058,-8.17864,-11.149742,7.539082,-8.309799,7.8497157,-2.6514015,1.0587364,5.7655854,-0.44230384,21.938911,-39.475258,42.117126,8.636696,8.783766,7.719818,1.1805766,-23.410316,38.72257,38.53047,-11.948989,9.33546,0.79361355
18,-0.051003485918045044,1.938684105873108,78.54293823242188,0.2539927720776512,-0.3951275760467787,-90.25661901675437,2.7657843,8.560694,14.11089,7.005861,-7.4096336,-8.380682,1.7242008,-8.185002,-11.213745,7.53192,-8.318476,7.8433433,-2.7012591,1.1115328,5.802586,-0.25000033,22.032682,-39.16801,41.529278,8.656298,8.681896,7.833503,1.4077044,-23.662205,38.406174,37.56778,-11.890578,9.210677,0.6785255
19,-0.0639214888215065,1.9355052709579468,78.54621887207031,0.25750811231251314,-0.39734192971177645,-90.19076353660904,2.7340832,8.559046,14.040771,7.0347605,-7.3982387,-8.351445,1.7515907,-8.189385,-11.281165,7.5264735,-8.326709,7.8344655,-2.753348,1.1663737,5.852254,-0.07840215,22.12005,-38.88647,40.992043,8.666535,8.585855,7.948949,1.6129029,-23.903625,38.10394,36.63951,-11.824633,9.099934,0.5812443
