Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
0,-0.3569120764732361,1.9386510848999023,79.04114532470703,-0.46565190919576005,-1.1169443176035716,-89.91070037268322,1.7696873,6.46654,15.392893,6.888485,-7.6747108,-5.9436016,-0.05057379,-4.409784,-9.402463,8.207275,-6.667236,4.2143755,-3.578309,0.4305783,9.447629,-3.2558382,19.678038,-37.61085,51.96963,21.034637,-3.4437215,-1.7632623,-2.2887444,-18.052277,35.462093,53.285683,-9.567087,5.1364317,-2.8457813
1,-0.37024733424186707,1.9460949897766113,79.04178619384766,-0.47598337419682796,-1.1249136588494908,-89.86079383728521,1.7509469,6.488544,15.342753,6.883674,-7.6066003,-6.001446,-0.02971459,-4.39614,-9.469374,8.185789,-6.645799,4.213032,-3.5926635,0.43083727,9.5007715,-3.242592,19.723122,-37.51673,51.78576,21.172821,-3.4496543,-1.8390435,-2.458457,-18.117134,35.701412,53.332767,-9.290375,5.1104083,-2.582462
2,-0.38424795866012573,1.9586728811264038,79.04354095458984,-0.4859799853089888,-1.1322109222844776,-89.81546588074495,1.7352827,6.5099697,15.297806,6.8797493,-7.548056,-6.058333,-0.006785384,-4.3813643,-9.530702,8.160625,-6.6252184,4.2151685,-3.620374,0.43612713,9.553406,-3.2088506,19.772604,-37.405746,51.58895,21.308634,-3.4561455,-1.9164438,-2.606345,-18.206736,35.953568,53.35021,-9.009549,5.087436,-2.3362074
3,-0.40033963322639465,1.9815021753311157,79.04939270019531,-0.4961291724704625,-1.1405653360923178,-89.76100661776432,1.7130527,6.5306168,15.243337,6.874709,-7.47133,-6.119246,0.011491704,-4.3687863,-9.603,8.142561,-6.602645,4.210684,-3.6494715,0.44378832,9.622818,-3.1828547,19.8288,-37.28443,51.369354,21.458261,-3.465633,-1.9960053,-2.7775264,-18.316343,36.21439,53.352406,-8.7164955,5.065879,-2.0480027
4,-0.42236846685409546,2.013916254043579,79.05736541748047,-0.5040274535781478,-1.1513143764022573,-89.68367806555663,1.6732906,6.5509024,15.16449,6.8683453,-7.349215,-6.1897273,0.021469193,-4.360626,-9.703091,8.134715,-6.570566,4.1896405,-3.686343,0.45233694,9.729647,-3.1746345,19.903265,-37.135536,51.098278,21.641136,-3.4824207,-2.080537,-3.024327,-18.452404,36.501972,53.348515,-8.39668,5.0454073,-1.6583825
5,-0.45120126008987427,2.0577192306518555,79.06928253173828,-0.5075751253535774,-1.1705161482126478,-89.5799823299711,1.6212121,6.569462,15.059181,6.860974,-7.1735964,-6.266119,0.027027467,-4.3601885,-9.83645,8.146002,-6.533155,4.1492424,-3.7423918,0.4560342,9.88371,-3.1649065,20.004704,-36.931698,50.739754,21.881098,-3.503876,-2.1774817,-3.3494787,-18.618553,36.820488,53.32538,-8.018559,5.0256796,-1.1224746
6,-0.48642653226852417,2.1133573055267334,79.08375549316406,-0.5081074019916061,-1.1955596990359956,-89.4571194732183,1.5423046,6.5913734,14.93276,6.890626,-6.979126,-6.347789,0.029408779,-4.364483,-9.993995,8.169275,-6.4901752,4.095436,-3.8145132,0.4557443,10.075131,-3.1462433,20.136412,-36.684437,50.302505,22.16076,-3.5292096,-2.2847493,-3.7297082,-18.813513,37.163887,53.27731,-7.5987277,5.009579,-0.48075527
7,-0.5264981389045715,2.1830155849456787,79.102294921875,-0.507351990521661,-1.2146095630278142,-89.31769965055118,1.4433138,6.6110287,14.7877655,6.912111,-6.749999,-6.444079,0.016515063,-4.369994,-10.169604,8.195013,-6.435165,4.0316105,-3.8851173,0.45899412,10.295909,-3.1462688,20.303053,-36.43552,49.82126,22.438229,-3.5647988,-2.3915367,-4.174122,-19.037352,37.53481,53.2168,-7.1913385,5.0011983,0.1982538
8,-0.5631065368652344,2.2687747478485107,79.12200927734375,-0.508276678194448,-1.216018890050308,-89.16426996070264,1.3169906,6.6279726,14.624725,6.9102407,-6.486093,-6.564287,-0.021796104,-4.371614,-10.357615,8.209611,-6.35928,3.960759,-3.9356103,0.474755,10.538157,-3.1916134,20.509533,-36.226643,49.329605,22.673552,-3.616716,-2.4871747,-4.690767,-19.291126,37.93523,53.15608,-6.850256,5.0024967,0.8465107
9,-0.6046754717826843,2.3689932823181152,79.14096069335938,-0.5180425613897635,-1.2009159863291212,-88.99886110418842,1.1629603,6.6518736,14.449943,6.8900347,-6.1943574,-6.716233,-0.08280615,-4.3602467,-10.554731,8.207539,-6.260002,3.8818011,-3.963926,0.51025355,10.803713,-3.2806494,20.759233,-36.072025,48.81431,22.87195,-3.6749046,-2.5716112,-5.288362,-19.577686,38.39291,53.110203,-6.544126,4.9898314,1.4713956
10,-0.6539912223815918,2.4894602298736572,79.15711975097656,-0.5441316538969957,-1.1725678556954404,-88.81755752074457,0.8119993,6.7363973,14.236798,7.22774,-6.0680633,-6.8949924,-0.1585843,-4.3285785,-10.769257,8.185704,-6.1367044,3.792838,-3.9810126,0.57061595,11.095561,-3.3990421,21.052929,-35.94853,48.258263,23.048931,-3.739691,-2.6506364,-5.957672,-19.896729,38.8978,53.063305,-6.2604966,4.9695706,2.101949
11,-0.7043678164482117,2.6174044609069824,79.17501068115234,-0.5841425788597241,-1.1254130394629593,-88.61677090169633,0.2322255,6.879809,13.965727,7.971738,-6.1260476,-7.0883756,-0.25562578,-4.2822633,-11.008127,8.144934,-5.9882994,3.6963043,-3.9835186,0.65579677,11.409647,-3.5599587,21.391035,-35.84746,47.694954,23.175262,-3.8326156,-2.7218049,-6.683251,-20.244009,39.397827,52.987522,-6.0788074,4.9851327,2.7013288
12,-0.7564513087272644,2.7569212913513184,79.19574737548828,-0.6197664706530016,-1.0552601373044774,-88.39584646196698,-0.3749884,7.002458,13.651003,8.670124,-6.1227403,-7.2811785,-0.38565376,-4.246613,-11.271885,8.100778,-5.821061,3.5961845,-3.9630432,0.7474284,11.741531,-3.777683,21.773058,-35.762768,47.159805,23.222095,-3.975103,-2.7825654,-7.440764,-20.6122,39.831795,52.851833,-6.087156,5.0778294,3.2324946
13,-0.813450276851654,2.917279005050659,79.21797943115234,-0.6469793877185964,-0.9588989763812915,-88.15974202785509,-1.0148884,7.102432,13.290624,9.327306,-6.065937,-7.465561,-0.55168706,-4.2223353,-11.558572,8.048328,-5.6285915,3.4986675,-3.9108586,0.8436772,12.082843,-4.063042,22.202011,-35.73366,46.664375,23.180923,-4.20108,-2.812999,-8.241113,-20.99754,40.21095,52.68241,-6.327798,5.259301,3.6951416
14,-0.8720255494117737,3.0887105464935303,79.2360610961914,-0.658680638813842,-0.8402420863692359,-87.90889337745786,-1.7023277,7.179606,12.891806,9.988309,-5.9803505,-7.6493487,-0.75655466,-4.2155514,-11.8632345,8.0036545,-5.421611,3.4008963,-3.8298965,0.936794,12.435567,-4.405719,22.678152,-35.754253,46.1899,23.067194,-4.489441,-2.8219554,-9.090119,-21.39943,40.557873,52.49003,-6.7527747,5.50306,4.1075945
15,-0.9371583461761475,3.274951457977295,79.24623107910156,-0.6366959359542137,-0.7010463108201855,-87.63670714000338,-2.434098,7.2086616,12.463618,10.649369,-5.855115,-7.841861,-1.2787347,-4.3152804,-12.161622,8.578715,-5.528285,3.2970731,-3.7285485,1.0036705,12.804126,-4.795475,23.195627,-35.75598,45.735878,22.88206,-4.7795963,-2.8498816,-9.965421,-21.815533,40.837585,52.229687,-7.3046007,5.793517,4.460431
16,-1.0081958770751953,3.471890926361084,79.25569152832031,-0.5942591719540337,-0.5496627213993835,-87.32864551545423,-3.212624,7.2023325,11.997939,11.329952,-5.6911125,-8.058096,-1.8930107,-4.466979,-12.481422,9.3176775,-5.71443,3.1729527,-3.6243854,1.0551549,13.20226,-5.223496,23.744282,-35.66836,45.305557,22.62804,-5.0103264,-2.9354637,-10.846208,-22.244331,41.012383,51.85873,-7.9290733,6.1162176,4.7434845
